CIP7;CIP13;EAN13;Prix A HT;Remise1;Libellé;Colisage
;3400930240311;3400930240311;37.85;0.4;RIVASTIGMINE VIATRIS 9,5 mg/24 h Disp transderm Sach PET/30;1
;;3282770148763;12.25;0.15;CICALFATE+ Cr soin hydrat répar T/40ml;1
;;3700171536922;50.76;0.7;CRYO-SPOONS - lot de 2 - EBCSP02ORR;1
;;3041091863935;24.74;0.2;GALLIA BÉBÉ EXPERT AR AMIDON Lait pdre B/800g;1
7929236;3401079292360;0888912010764;24.25;0;DONJOY COMFORTFORM Att poignet droite M;1
7929242;3401079292421;0888912010771;24.25;0;DONJOY COMFORTFORM Att poignet droite L;1
7929259;3401079292599;0888912447287;24.25;0;DONJOY COMFORTFORM Att poignet droite XL;1
7929265;3401079292650;0888912447294;24.25;0;DONJOY COMFORTFORM Att poignet gauche XS;1
7929271;3401079292711;0888912447300;24.25;0;DONJOY COMFORTFORM Att poignet gauche S;1
;;0190446664239;15.91;0;DONJOY FORTILAX Genouillère contention T0;1
;;0190446664246;15.91;0;DONJOY FORTILAX Genouillère contention T1;1
;;0190446664253;15.91;0;DONJOY FORTILAX Genouillère contention T2;1
;;0190446664260;15.91;0;DONJOY FORTILAX Genouillère contention T3;1
;;0190446664680;14.57;0;DONJOY FORTILAX Chevillère élastique T0;1
;;0190446664697;14.57;0;DONJOY FORTILAX Chevillère élastique T1;1
;;0190446664703;14.57;0;DONJOY FORTILAX Chevillère élastique T2;1
;;0190446664710;14.57;0;DONJOY FORTILAX Chevillère élastique T3;1
;;0190446664727;14.57;0;DONJOY FORTILAX Chevillère élastique T4;1
;;0190446664734;14.57;0;DONJOY FORTILAX Chevillère élastique T5;1
;;0190446664741;14.57;0;DONJOY FORTILAX Chevillère élastique T6;1
;;0190446664819;22.79;0.31;DONJOY STRAP CHEV Chevill ligament T0;1
;;0190446664932;22.79;0.31;DONJOY STRAP CHEV Chevill ligament T1;1
;;0190446664826;22.79;0.31;DONJOY STRAP CHEV Chevill ligament T2;1
;;0190446664833;22.79;0.31;DONJOY STRAP CHEV Chevill ligament T3;1
;;0190446664840;22.79;0.31;DONJOY STRAP CHEV Chevill ligament T4;1
;;0190446664857;22.79;0.31;DONJOY STRAP CHEV Chevill ligament T5;1
;;0190446664864;22.79;0.31;DONJOY STRAP CHEV Chevill ligament T6;1
7929288;3401079292889;0888912447317;24.25;0;DONJOY COMFORTFORM Att poignet gauche M;1
7929294;3401079292940;0888912010788;24.25;0;DONJOY COMFORTFORM Att poignet gauche L;1
7929302;3401079293022;0888912447324;24.25;0;DONJOY COMFORTFORM Att poignet gauche XL;1
7929319;3401079293190;0888912446648;27.93;0;DONJOY COMFORTFORM Att poig/pouce drte XS;1
7929325;3401079293251;0888912446655;27.93;0;DONJOY COMFORTFORM Att poignet/pouce droite S;1
7929331;3401079293312;0888912446662;27.93;0;DONJOY COMFORTFORM Att poignet/pouce droite M;1
7929348;3401079293480;0888912446679;27.93;0;DONJOY COMFORTFORM Att poignet/pouce droite L;1
7929354;3401079293541;0888912446686;27.93;0;DONJOY COMFORTFORM Att poig/pouce drte XL;1
7929360;3401079293602;0888912446693;27.93;0;DONJOY COMFORTFORM Att poig/pouce gche XS;1
7929377;3401079293770;0888912446709;27.93;0;DONJOY COMFORTFORM Att poignet/pouce gauche S;1
7929383;3401079293831;0888912010481;27.93;0;DONJOY COMFORTFORM Att poignet/pouce gauche M;1
7929408;3401079294081;0888912446716;27.93;0;DONJOY COMFORTFORM Att poignet/pouce gauche L;1
7929414;3401079294142;0888912446723;27.93;0;DONJOY COMFORTFORM Att poig/pouce gche XL;1
;;0190446664321;30.42;0.31;DONJOY ROTULAX Genouill rotu ouv T1;1
;;0190446664277;15.91;0;DONJOY FORTILAX Genouillère contention T4;1
;;0190446664291;15.91;0;DONJOY FORTILAX Genouillère contention T5;1
;;0190446664307;15.91;0;DONJOY FORTILAX Genouillère contention T6;1
;;0190446664314;15.91;0;DONJOY FORTILAX Genouillère contention T7;1
;;0190446664338;30.42;0.31;DONJOY ROTULAX Genouill rotu ouv T2;1
;;0190446664345;30.42;0.31;DONJOY ROTULAX Genouill rotu ouv T3;1
;;0190446664352;30.42;0.31;DONJOY ROTULAX Genouill rotu ouv T4;1
;;0190446664369;30.42;0.31;DONJOY ROTULAX Genouill rotu ouv T5;1
;;0190446664376;30.42;0.31;DONJOY ROTULAX Genouill rotu ouv T6;1
;;0190446664383;30.42;0.31;DONJOY ROTULAX Genouill rotu ouv T7;1
;;0190446664611;70.25;0.31;DONJOY GENULAX Genouillère élastique T1;1
;;0190446664628;70.25;0.31;DONJOY GENULAX Genouillère élastique T2;1
;;0190446664635;70.25;0.31;DONJOY GENULAX Genouillère élastique T3;1
;;0190446664642;70.25;0.31;DONJOY GENULAX Genouillère élastique T4;1
;;0190446664659;70.25;0.31;DONJOY GENULAX Genouillère élastique T5;1
;;0190446664666;70.25;0.31;DONJOY GENULAX Genouillère élastique T6;1
;;0190446664673;70.25;0.31;DONJOY GENULAX Genouillère élastique T7;1
;;3770000717709;3.41;0.05;NOMADES Recharge stick lèvres nourrisant 4.5g;1
;;3770000717532;13.1;0.05;CORPS Crème hydratante Fl pompe/400ml;1
;;3770000717303;8.1;0.05;MON PETIT Baume SOS réparateur Pot/20g;1
;;3596490006556;10.4;0.2;ROGE CAVAILLES Gel bain dche original Ec/1l;1
2674263;3400926742638;;16.13;0.3;GABAPENTINE ARROW GENERIQUES 600 mg Cpr pell séc Plq/90;1
;3400930172049;;15.46;0;PR FLUT/SAL SDZ 125µg/25µg/dose Susp Fl/120d;1
;3400930172087;;16.41;0.025;PR FLUT/SAL SDZ 250µg/25µg/dose Susp Fl/120d;1
;3400930234945;;1.78;0;UVECAPS 20 000 UI Caps molle Plq/4;1
;;4005900994714;4.5;0.22;ELASTOPLAST TISSU Pans adh XL 72 x 50 mm B/10;1
;;4005900994707;6.85;0.22;ELASTOPLAST Pans waterproof 65 x 25 mm B/40;1
;;4005900994721;4.8;0.22;ELASTOPLAST Pans fléxible doigt 120x19mm B/16;1
;;3760169127020;1.76;0.5;AGETI Savon parfumé pap. plissé Vanille 100g;1
;;3760169127044;1.76;0.5;AGETI Savon parfumé pap. plissé Lavande 100g;1
;3400930261149;;16.13;0.3;GABAPENTINE ZYDUS FRANCE 600 mg Cpr pell séc Plq PVC/PVDC/Alu/90;1
;3400930261156;;16.13;0.3;GABAPENTINE ZYDUS FRANCE 800 mg Cpr pell séc Plq PVC/PVDC/Alu/90;1
;3400930261903;;6.28;0.1;SITAGLIPTINE/METFORMINE ZYDUS 50 mg/1000 mg Cpr pell Plq/60;1
;3400930259061;;4.89;0.3;SITAGLIPTINE HCS 50 mg Cpr pell séc Plq/30;1
;;3666002027789;0.72;0.5;3M Bde extensible 10cmx4m Sach/1;1
;;3666002027901;1.45;0.5;3M Bde crêpe 10cmx4m Sach/1;1
;;3666002027826;0.56;0.5;3M Bde extensible 7cmx4m Sach/1;1
;;3666002027864;0.4;0.5;3M Bde extensible 5cmx4m Sach/1;1
;;3666002027949;1.33;0.5;3M Bde crêpe 7cmx4m Sach/1;1
;;3666002027987;1.08;0.5;3M Bde crêpe 5cmx4m Sach/1;1
;;3282770388954;25;0.15;AVENE HYDRANCE BOOST Sérum conc hydrat 30ml;1
;;9001616830594;9.14;0.2;MAM Tasse bec soup silic 6m+ av anses 150ml;1
;;9001616830341;7.7;0.2;MAM Anneau dent nettoyant;1
;;9001616830358;4.28;0.2;MAM Brosse dents premières dents;1
;;9001616830365;7.7;0.2;MAM Kit brosse à dents d'apprentissage;1
;;9001616705878;41.55;0.2;MAM Coffret biberon verre hérisson;1
6333747;;3760162132717;8.4;0.4;DAYANG PHYTOTHERAPIE Piloselle Bio Gél B/45;1
;;7391899857015;7.9;0.28;RENU ADVANCED S lent multifon Fl/100ml Flight;1
;3400930183434;;0.99;0.3;LOPERAMIDE ARROW LAB 2 mg Gél Plq/20;1
;3400930116791;;6.51;0.025;VILDAGLIPTINE/METFORMINE SANDOZ 50 mg/1000 mg Cpr pell Plq PA/Alu/PVC/60;1
;3400930173497;;3.01;0.1;VILDAGLIPTINE ZENTIVA 50 mg Cpr Plq/30;1
;3400930173510;;5.34;0.2;VILDAGLIPTINE ZENTIVA 50 mg Cpr Plq/60;1
;3400930190128;;97.12;0;ITULAZAX 12 SQ-Bet Lyoph sublingual 3Plq/10;1
;3400930234792;;2.84;0.15;VILDAGLIPTINE VIATRIS 50 mg Cpr Plq/30;1
;3400930234815;;5.68;0.15;VILDAGLIPTINE VIATRIS 50 mg Cpr Plq/60;1
;3400930237854;;6.51;0.025;VILDAGLIPTINE/METFORMINE EG 50 mg/1000 mg Cpr pell Plq/60;1
;3400930239490;;0.95;0.05;PHLOROGLUCINOL VIATRIS 160 mg Cpr orodisp Plq/5;1
;3400930246962;;8.27;0.025;DUTASTERIDE/TAMSULOSINE SANDOZ 0,5 mg/0,4 mg Gél Plq/30;1
;3400930247648;;6.51;0.025;VILDAGLIPTINE/METFORMINE VIATRIS 50 mg/1000 mg Cpr pell Plq/60;1
;3400930258378;;5.34;0.2;VILDAGLIPTINE ARROW 50 mg Cpr B/60;1
;3400930079782;;29;0;VAXELIS Susp inj en seringue préremplie 1Ser/0,5ml+1aig;1
;3400930233665;;28.35;0;EVRENZO 20 mg Cpr pell Plq/12x1;1
;3400930233702;;212.68;0;EVRENZO 150 mg Cpr pell Plq/12x1;1
;3400930207567;;9.41;0.55;TADALAFIL EG LABO 20 mg Cpr pell séc Plq/4x1;1
;3400930240595;;8.98;0;RYALTRIS 25 µg/600 µg/dose Susp pulv nas Fl/30ml;1
;;3615370003895;3.81;0.2;ELLE&LUI Eau de toilette unity Fl/50ml;1
;;3662217017249;4.73;0;AVRIL Huile anti-âge bio Fl airless/30ml;1
;;3770000717693;4.6;0.05;NOMADES Stick lèv nourris rechargeable 4.5g;1
3762928;3400937629287;;404.45;0;BARACLUDE 0,05 mg/ml S buv Fl/210ml;1
;;3337875847292;15.45;0.19;*ANTHELIOS OIL CTROL LA R P SPF50 Flde 50ml;1
;;3337875847353;14.8;0.19;*ANTHELIOS LA R P SPF50+ Lait hyd corps 75ml;1
2755010;3400927550102;;7.2;0.2;CANDESARTAN ARROW LAB 4 mg Cpr séc Plq/90;1
;3400930208526;;75.13;0;REVINTY ELLIPTA 184 µg/22 µg Pdr inh en récipient unidose 3Inhal/30doses;1
;;4005800288296;12.2;0.22;EUCERIN UREE PIEDS 10% Mousse Aéros/150ml;1
;;4005800320712;17.4;0.22;EUCERIN SUN HYDRO PROTECT SPF50 Flde lég 50ml;1
;;3595890243547;11.66;0.21;EAU PRECIEUSE Lot purifiante Fl/375ml;1
;;3595890243561;20.94;0.21;EAU PRECIEUSE Lot purifiante 2Fl/375ml;1
;;6001159124863;12.8;0.21;BI OIL Huile de soin Fl/60ml;1
;;3595890299056;11.44;0.21;VALDA ss suc Gom mâch miel citron B/140g;1
;;3595890243516;8.6;0.23;PHYTOSUN AROMS Sirop toux Fl/120ml;1
;;0662834501155;5.44;0.22;ZEISS Ling nettoy p lunettes 30Sach;1
2140610;;3595892140615;11.39;0.3;STRANTEL CHIENS Cpr vermifuge B/2;1
2140627;;3595892140622;19.86;0.3;STRANTEL CHIENS Cpr vermifuge B/4;1
2145180;;3595890212901;23.41;0.3;STRANTEL CHIENS XL Cpr vermifuge B/2;1
2146972;;3595890215537;7.65;0.3;STRANTEL CHATS Cpr vermifuge B/2;1
2146989;;3595890215964;14.5;0.3;STRANTEL CHATS Cpr vermifuge B/4;1
5915862;;3595890218491;14.42;0.3;MILPRAZIKAN 16 mg/40 mg Cpr chat B/2;1
5915891;;3595890218521;7.74;0.3;MILPRAZIKAN 2,5 mg/25 mg Cpr chiot B/2;1
5915885;;3595890218514;14.63;0.3;MILPRAZIKAN 12,5 mg/125 mg Cpr chien B/2;1
5916979;;3595890226694;20.09;0.3;FIPROKIL DUO 50mg/60mg Spot-on chat 4P/0,5ml;1
;;3595890242045;11.5;0.3;VERMISCAN 500 mg Cpr B/4;1
;;3595890265433;21.56;0.3;MILKKAN CHIOT CHATON Lait maternisé B/400g;1
;3400930217047;;16.04;0.5;GESTO/ETH BGR 60µg/15µg Cpr pel 3Plq/24 j+4 b;1
;3400930238226;;31.33;0.16;XONVEA 10 mg/10 mg Cpr gastro-rés Plq/40;1
;;4042809804577;3.48;0.4;LEUKOS W CLOS STR sutur cut adh 6x38mm 2S;1
;;4042809804638;3.59;0.4;LEUKOS W CLOS STR sutur cut adh 6x75mm 2S;1
;;4042809804607;3.59;0.4;LEUKOS W CLOS STR sutur cut adh 3x75mm 2S;1
;;3760304100949;9;0.25;HYDRATIS Past effervescente miel citron T/20;1
;;3760304100819;9;0.25;HYDRATIS Past effervescente noix de coco T/20;1
;;3525722032773;10;0.15;MYOCALM Roll-on contractions musculaires 50ml;1
4993127;3400949931279;;98.66;0;TETMODIS Gé 25 mg Cpr séc Fl/112;1
;3400930087824;;3.58;0.1;ONDANSETRON ZENTIVA 8 mg Cpr orodisp Plq Polya/Alu/PVC/PETP/2;1
;;3583310000504;17.77;0.22;SYMBIOSYS DEFENCIA Gél adulte B/30;1
3850934;3400938509342;;12.07;0.05;FENTANYL ZENTIVA 25 µg/h Disp transderm 5Sach;1
3850957;3400938509571;;15.87;0.05;FENTANYL ZENTIVA 50 µg/h Disp transderm 5Sach;1
;3400930023792;;5.68;0.3;PREGABALINE ZENTIVA 50 mg Gél Plq/84;1
;3401060174323;;0.14;0.3;BD EMERALD 307727 Ser ss aig 2ml;1
;3400930076941;;2.13;0.025;RUPATADINE ZENTIVA 10 mg Cpr Plq/30;1
;;3337875743563;9.25;0.13;CERAVE Cr moussante nettoyante Fl pompe/236ml;1
;;3435171461003;7.48;0.15;QUIES Cure-oreille B/1;1
;;3282770150445;10.1;0.15;KLORANE CAPILLAIRE Shampooing Amande Fl/400ml;1
3850986;3400938509861;;22.02;0.05;FENTANYL ZENTIVA 75 µg/h Disp transderm 5Sach;1
3851023;3400938510232;;27.03;0.05;FENTANYL ZENTIVA 100 µg/h Disp transderm 5Sach;1
;3400930023846;;12.61;0.3;PREGABALINE ZENTIVA 200 mg Gél Plq/84;1
;3400930146323;;8.55;0.05;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 100 mg/12,5 mg Cpr pell Plq/90;1
;;3665728015698;2.82;0.4;SOINEO Carré maxi Sach/50;1
;;3701129806609;18.3;0.19;PHOTODERM SPF30 Brume invisible Spray/150ml;1
;;3701129806616;18.3;0.19;PHOTODERM SPF50+ Brume invis ss alc Spr/150ml;1
4943170;3400949431700;;4.95;0.4;OLANZAPINE ZENTIVA 10 mg Cpr pell séc Plq/28;1
;3400930063170;;160.98;0.4;IMATINIB ZENTIVA 100 mg Cpr pell séc Plq/60;1
;3401560037098;;64;0.25;SIDN VISIOACTIV Caps B/180;1
;;3337875597319;4.4;0.17;*CERAVE Cr mains réparatrice T/50ml;1
;3400930146262;;2.66;0.05;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 100 mg/25 mg Cpr pell Plq/28;1
;3400930146286;;8.55;0.05;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 100 mg/25 mg Cpr pell Plq/90;1
3014630;3400930146309;;2.66;0.05;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 100 mg/12,5 mg Cpr pell Plq/28;1
;3400930146347;;2.66;0.05;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 50 mg/12,5 mg Cpr pell Plq/28;1
;3400930146361;;8.55;0.05;LOSARTAN/HYDROCHLOROTHIAZIDE ZENTIVA LAB 50 mg/12,5 mg Cpr pell Plq/90;1
6036005;;3701129800072;24.2;0.19;PIGMENTBIO DAILY CARE SPF50+ Cr T air/40ml;1
;3400930216996;;4.51;0.2;BIMATOPROST/TIMOLOL ZENTIVA 0,3 mg/5 mg par ml Collyre sol Fl/3ml;1
;;3661434008818;4.8;0.19;URIAGE Cr lavante solide B/125g;1
;3400930225509;;1.93;0.4;BISOPROLOL ZENTIVA KS 3,75 mg Cpr Plq PVC/PVDC/Alu/30;1
;3400930238486;;2.92;0.4;PREGABALINE ZENTIVA 25 mg Gél B/84 PVC/PVDC/alu;1
;3400930238479;;1.95;0.4;PREGABALINE ZENTIVA 25 mg Gél B/56 PVC/PVDC/alu;1
;;3661729023663;14.92;0.35;BIOCANINA Gel anti-démangeaisons Fl/125ml;1
;;3700343903101;11.76;0.15;SAUGELLA TRIPLE PROTECTION Emuls Fl/250ml;1
;;3701129805374;22.68;0.19;CREALINE DEFENSIVE Sérum Fl airless/30ml;1
;;3282770150438;7.1;0.15;KLORANE CAPILLAIRE Shampooing Amande Fl/200ml;1
;;3701129807293;17.86;0.19;PHOTODERM PEDIATRICS SPF50+ Lait T/200ml;1
;;3701129807316;18.91;0.19;PHOTODERM PEDIATRICS SPF50+ Spray Fl/200ml;1
;;3701129807309;14.2;0.19;PHOTODERM PEDIATRICS MINERAL SPF50+ Flde 50g;1
7631235;3401076312351;;5.99;0;IALUSET Cr traitement des ulcères T/100g;1
4943017;3400949430178;;8.74;0.4;OLANZAPINE ZENTIVA 5 mg Cpr pell séc Plq/28;1
4943069;3400949430697;;5.83;0.4;OLANZAPINE ZENTIVA 7,5 mg Cpr pell Plq/28;1
;;3535400006453;7.82;0.43;NAT&FORM BIO Propolis, Miel & Eucalyptus Gom B/45;1
;;3535400010061;6.8;0.43;NAT&FORM ECO RESP Lithothamne Gél B/60;1
6449497;;3760185110365;16.25;0.3;DOUCENUIT Bdlette nasale GM B/20;1
;3400930213988;;6.52;0.4;IBUPROFENE VIATRIS CONSEIL 400 mg Susp buv en sachet 10Sach/10ml;1
;;3661729023649;12.77;0.35;BIOCANINA Shamp anti-démang Fl/240ml;1
;;3661729023656;13.85;0.35;BIOCANINA Lot anti-démangeaisons Spray/240ml;1
;;3701129805367;11.53;0.19;SEBIUM KERATO+ Cr T/30ml;1
;;3701129806562;8;0.19;ATODERM Cr mains 2T/50ml;1
;;3701129806579;6.52;0.19;ATODERM Stick lèvres Lot/2/4g;1
;;3760155216097;15.2;0.3;GRANIONS VITAMIN SENIOR 1000mg Cpr eff B/30;1
;;4210201421559;29.26;0.25;ORAL B KIDS Br dents électr buz ligh;1
;;3282770390179;11.3;0.15;AVENE SOIN ESSENT Eau micellaire démaq 400ml;1
;;3282770152555;13.65;0.15;AVENE SOIN ESSENT Lait démaq Fl/200ml;1
;;3282770152371;13.65;0.15;AVENE SOIN ESSENT Msse nettoy Fl/150ml;1
;;3282770155181;16.9;0.15;AVENE XERACALM NUTRITION Lait nutriflde 400ml;1
;;3282770155174;13.7;0.15;AVENE XERACALM NUTRITION Lait nutriflde 200ml;1
;;3282770155044;8.1;0.15;AVENE XERACALM NUTRITION Cr de douche T/200ml;1
;;3282770155051;13.15;0.15;AVENE XERACALM NUTRITION Cr dche Fl/400ml;1
;;3282770155105;8.9;0.15;AVENE XERACALM NUTRITION Gel nettoy Fl/500ml;1
;;3282770155013;4.55;0.15;AVENE XERACALM NUTRITION Gel nettoy T/100ml;1
3379922;3400933799229;;8.46;0.05;FENTANYL ZENTIVA 12 µg/h Disp transderm 5Sach;1
6257935;3401562579350;3595890094064;3.53;0.25;SOLENS BONBONS D'ANTAN Gom guimauve;1
;3400930023808;;5.64;0.3;PREGABALINE ZENTIVA 75 mg Gél Plq/56;1
;3400930023815;;8.45;0.3;PREGABALINE ZENTIVA 100 mg Gél Plq/84;1
;3400930023839;;8.41;0.3;PREGABALINE ZENTIVA 150 mg Gél Plq/56;1
;3400930023853;;11.67;0.3;PREGABALINE ZENTIVA 300 mg Gél Plq/56;1
6380133;3401563801337;;9.4;0.28;MANOUKA Lot moust Enf T/75ml;1
;3400930040881;;311.04;0.4;VALGANCICLOVIR ZENTIVA 450 mg Cpr pell Fl/60;1
;3400930149805;;4.52;0.1;MIDODRINE ZENTIVA 2,5 mg Cpr Plq/30;1
;3400930188385;;1.53;0.4;PARACETAMOL VIATRIS CONSEIL 500 mg Cpr Plq/16;1
;;3701129802670;21.73;0.19;ATODERM INTENSIVE Gel crème Fl pompe/500ml;1
;;3337875816779;5.05;0.17;*CICAPLAST LA R P Bme B5+ réparat apais T/15ml;1
;;3770010885177;15.97;0.15;TAIDO PREGNANCIA Caps molle B/60;1
;;3760155215908;46.8;0.3;GRANIONS PRO KERACYS CHEVEUX 4 EN 1 Cpr 3B/90;1
;;3760155215762;26.6;0.3;GRANIONS BIOTINE 10 000 µg Cpr B/60;1
;;3760155216103;15.2;0.3;GRANIONS VITAMIN IMMUNITE 1000mg Cpr eff B/30;1
;;3282770155020;10.95;0.15;AVENE XERACALM NUTRITION Gel nettoy Fl/750ml;1
;;3577056026164;3.3;0.18;ELGYDIUM BABY Brosse dents 0-2ans;1
;;3701129805824;26.17;0.19;ATODERM CREME ULTRA Cr hydrat nourr 2/500ml;1
3787503;3400937875035;;8.1;0.1;SPIRONOLACTONE ZENTIVA 75 mg Cpr séc Plq/90;1
7050509;3401570505099;3331300097108;5.64;0.3;FINGER BOB Dgtier fil tub Ad/Enf coul B/6;1
;;3535400006446;10.32;0.43;NAT&FORM BIO Propolis Spray bucc Fl/20ml;1
;3400930029435;;5.33;0.05;ELETRIPTAN VIATRIS 40 mg Cpr pell Plq/6;1
;3400930135860;;3.56;0.3;ENALAPRIL/LERCANIDIPINE ZENTIVA 20 mg/10 mg Cpr pell Plq/30;1
;3400930135891;;10.13;0.3;ENALAPRIL/LERCANIDIPINE ZENTIVA 20 mg/10 mg Cpr pell Plq/90;1
;3400930153819;;0.68;0.025;CHOLECALCIFEROL ZENTIVA 100 000 UI S buv en ampoule Amp/2ml;1
;;3701129802069;12.66;0.19;ATODERM INTENSIVE Bme ultra ap vis/corp 200ml;1
;3400930180228;;3.17;0.1;SILODOSINE ZENTIVA 4 mg Gél Plq/30;1
;3400930180235;;3.34;0.05;SILODOSINE ZENTIVA 8 mg Gél Plq/30;1
6154812;;3515450053188;21.99;0.25;MANHAE INTIMA EQUILIBRE Gél B/30;1
;;7630019903622;5.4;0.15;A.GUM 670 Soft Picks Comfort Flex Cool Mint Médium 40 Unités;1
6243710;;7630019903080;4.3;0.15;A.GUM TRAVLER Brossett int-dent 2.6mm B/4;1
;3400930225431;;6.43;0.3;BISOPROLOL ZENTIVA KS 2,5 mg Cpr Plq PVC/PVDC/Alu/90;1
;3400930225721;;1.93;0.4;BISOPROLOL ZENTIVA KS 7,5 mg Cpr Plq PVC/PVDC/Alu/30;1
;3400930229927;;4.37;0.4;RISPERIDONE ZENTIVA 4 mg Cpr pell séc Plq PVC/PVDC/Alu/30;1
;;3614790000613;14.85;0.25;AQUALARM INTENSIVE S ophtalm Spray/10ml;1
;;3701129804780;10.23;0.19;NODE P Shamp antipell normalis Fl/400ml;1
;;3701129804834;16.94;0.19;CREALINE Gel moussant Fl pompe/500ml;1
;;3282770153101;30.9;0.15;AVENE HYALURON ACT Sérum conc repulp 30ml;1
;;3760155215854;77.2;0.3;GRANIONS CBD 30 % Huile Fl pipette/10ml;1
;;3760155215809;18.1;0.3;GRANIONS CBD Gel crème confort CBD T/75ml;1
;;3282770388701;11.6;0.15;ADERMA EXOMEGA CONTROL Hle lav émoll R/500ml;1
;;3282770391107;11;0.15;KLORANE BEBE BIO Cr hydratante T/200ml;1
;;3701056803238;9.45;0.25;PURESSENTIEL EXP Hle ess bio Estragon Fl/5ml;1
2789523;3400927895234;;1.08;0.1;HYDROXYZINE ZENTIVA 25 mg Cpr pell séc Plq/30;1
2944403;;3517360010770;8.96;0.28;NATESSANCE Hle mass Camphrée Fl/500ml;1
;3400930029442;;8.88;0.05;ELETRIPTAN VIATRIS 40 mg Cpr pell Plq/10;1
;;3428883920500;21.18;0.25;HERBESAN Oméga 3 Caps morue B/120;1
;3401560216387;;7.55;0;CINQ SUR CINQ Diffuseur électrique double usage antimoustique;1
;3400930123386;;4.98;0.1;FUSIDATE DE SODIUM ZENTIVA 250 mg Cpr pell Plq/10;1
;;8809409182674;9.52;0.43;GYNOPATCH Patch règles douloureuses B/3;1
;3400930186619;;15.71;0.38;ATEPADENE 30 mg Gél T/60;1
;;4005800268748;5.4;0.22;EUCERIN AQUAPHOR Bme lèvres T/10ml;1
;;3282770396843;3.7;0.15;KLORANE BLEUET Patch lissant défatigant 2 patchs;1
;3400930218655;;0.74;0.2;IBUPROFENE ARROW LAB 200 mg Cpr enr Plq/30;1
;3400930227121;;4.57;0.1;ENALAPRIL/LERCANIDIPINE ZENTIVA 20 mg/20 mg Cpr pell Plq/30;1
;3400930227145;;13.02;0.1;ENALAPRIL/LERCANIDIPINE ZENTIVA 20 mg/20 mg Cpr pell Plq/90;1
;;3665728015193;0.74;0.32;SOINEO Bde extensible sous cellophane 15cmx4m;1
;;3665728015209;0.94;0.32;SOINEO Bde extensible sous cellophane 20cmx4m;1
;;3665728015438;10;0.4;SOINEO Pans adh n tis st 10x20cm B/10;1
;;3665728015537;3.98;0.4;SOINEO Pans absorbant 10x10cm B/10;1
;;3615370002911;34;0.4;SOLUDIAB CONNECT Bdlette B/100;1
;;3282770400700;34.5;0.15;AVENE HYALURON ACT Cr régénér cell P/50ml;1
;;3282770400717;29.9;0.15;AVENE HYALURON ACT Cr régénér cell Rech/50ml;1
;;3282770153200;35.5;0.15;AVENE HYALURON ACT Cr multi-int nuit P/40ml;1
;;3615370003406;6.16;0.2;DERMASENS Gel dche surg 3en1 violette 1l;1
;;3282770150261;10.4;0.15;CICALFATE+ Gel nettoy assain Fl/200ml;1
;;3661434008832;2.9;0;URIAGE BB 1ER SERUM PHY NAT Sérum 15Unid/5ml;1
;;3664538000313;21.71;0.2;NOCICEPTOL Gel mass anti-doul T/200ml;1
;;4005800313547;35.9;0.22;EUCERIN HYALUR THIAMIDOL SPF15 Emul jour 50ml;1
;;4005800313639;36.65;0.22;EUCERIN HYALUR THIAMIDOL SPF30 Emul jour 50ml;1
;;4005800313578;35.9;0.22;EUCERIN HYALUR THIALMIDOL Emul nuit P/50ml;1
;;3760155216141;28;0.3;GRANIONS COMPLEXE COL AH Q10 Cpr B/60;1
4812775;3401548127759;3760214050259;6.8;0.28;MANOUKA Sol apais Roll'on/10ml;1
7050490;3401570504900;3331300097009;5.64;0.3;FINGER BOB Dgtier fil tub Ad/Enf blc B/6;1
;;3665979000016;12.65;0.18;JOUVENCE Gél confort & tonic B/60;1
;3400930148518;;103.36;0.2;EMTRICITABINE/TENOFOVIR DISOPROXIL ZENTIVA LAB 200 mg/245 mg Cpr pell Fl/30;1
;;3337875597203;7.6;0.13;CERAVE Eau micellaire Fl/295ml;1
;3400930155509;;5.94;0.55;LIERRE GRIMP EG LAB S buv ss sucre Fl/100ml;1
;;3665979000023;13;0.18;JOUVENCE Gelée ultra fresh jbe lég 150ml Nouv;1
;;3665979000009;13;0.18;JOUVENCE S buv Fl/250ml;1
;;3664538000085;12.65;0.2;NOCICEPTOL Gel jambes légères T/150ml;1
;;3664538000078;6.61;0.2;NOCICEPTOL Gel jambes légères T/90ml;1
;;3700322004874;13.5;0.18;DERMOPHIL INDIEN Cr mains Pivoine bio 200ml;1
;;3059948006282;7.26;0.15;SCHOLL Pans ampoule pour talon B/5;1
;;3665728015490;3.84;0.4;SOINEO Film adhésif PU stérile 6x7cm B/5;1
;;3665728015506;7.2;0.4;SOINEO Film adhésif PU stérile 10x12cm B/5;1
;;3665728015568;17.2;0.4;SOINEO Pans absorbant 20x25cm B/10;1
;;3665728015780;0.96;0.4;SOINEO Compr stérile non tissé 7,5x7,5cm B/10;1
;;3615370003444;6.16;0.2;DERMASENS Gel dche surg 3en1 agrumes 1l;1
